variant,period,cost_bps,symbol,signal_date,entry_date,entry_price,shares,entry_type,smh_healthy_on_signal,rs20_on_signal,volume_ratio_on_signal,entry_gap,profit_lock_date,profit_lock_stop,exit_date,exit_price,exit_reason,pnl,return
extend40_gain8,train_2024_2025,10,TSLA,2025-12-12,2025-12-15,469.90944244384764,1,normal,True,0.11474936654233336,1.2301213960546282,0.02283425828273744,,,2025-12-30,460.62890634155275,signal,-11.280536102294889,-0.02395478851252809
extend40_gain8,retrospective_2026,10,KLAC,2026-01-05,2026-01-06,136.7155558124338,3,normal,True,0.07203422635182255,1.639138641895584,0.012466286440871777,2026-01-27,143.5513336030555,2026-01-30,143.40778226945244,profit_lock,18.07667937105589,0.043966498582437195
extend40_gain8,retrospective_2026,10,TER,2026-01-05,2026-01-06,220.99503965232648,2,normal,True,0.05760035713094691,1.5546998405846684,0.006605897140861572,2026-02-03,232.0447916349428,2026-03-04,311.0410470863341,signal,178.09201486801527,0.4020225806130026
extend40_gain8,retrospective_2026,10,META,2026-07-09,2026-07-10,661.0003668823241,1,normal,True,0.05292065914532196,1.4259067324157644,0.04570223487575298,,,2026-07-23,607.5122171942064,stop,-55.48814968811769,-0.0838189107801222
extend40_gain8,full,10,TTMI,2024-10-16,2024-10-17,20.290270458221432,23,normal,True,0.05925821792471986,1.6277370613357838,0.006954858561044164,,,2024-10-22,19.25073045730591,signal,-25.90942002105703,-0.05540033656445286
extend40_gain8,full,10,NOK,2024-10-18,2024-10-21,4.59639241140037,104,normal,True,0.05260410827980411,2.684802454304195,8.666088580078224e-08,,,2024-11-07,4.463442289010513,signal,-15.826812728545121,-0.033039651333691675
extend40_gain8,full,10,MRVL,2024-11-06,2024-11-07,91.39130630876161,5,normal,True,0.24659654127131214,1.4018545821037263,0.01202702133532374,2024-12-04,95.9608716241997,2025-01-02,110.03317913703799,signal,91.20936414138191,0.19916598598104465
extend40_gain8,full,10,LITE,2024-11-06,2024-11-07,73.14306969451904,6,normal,True,0.06471914158678838,3.1480530386243246,0.015284124711181235,2024-11-11,76.800223179245,2024-12-19,84.31560152435303,signal,65.03519097900391,0.1478548284923247
extend40_gain8,full,10,COHR,2024-11-07,2024-11-08,108.81870908355712,4,normal,True,0.08020589339469852,2.759879486104097,-0.0067610587885121864,,,2024-11-14,100.01309914451568,stop,-37.222439756165784,-0.08531878682008104
extend40_gain8,full,10,TER,2025-01-06,2025-01-07,140.6861024433324,3,normal,True,0.17840208441527317,1.5064958212089627,0.00907139645312105,,,2025-01-13,129.30178303361797,stop,-36.15295822914334,-0.08545620686971413
extend40_gain8,full,10,META,2025-01-24,2025-01-27,624.1515457688685,1,normal,True,0.03002585423898596,1.7203991551993993,-0.03224775320573425,2025-02-12,655.3591230573119,2025-02-21,692.4608383688153,signal,66.30929259994684,0.10606914923067753
extend40_gain8,full,10,INTC,2025-02-12,2025-02-13,22.862840152740475,21,normal,True,0.15832514102223438,2.0477640622514173,0.016014262352415987,2025-02-18,24.0059821603775,2025-02-24,23.98197617821712,profit_lock,21.50185653500955,0.04469128799576756
extend40_gain8,full,10,MU,2025-06-03,2025-06-04,102.22193788042377,4,normal,True,0.12816598934854562,1.2734538019346675,0.0012713738545049313,2025-06-16,107.33303477444495,2025-07-08,122.13152106847278,signal,77.63833275219605,0.18941364425740032
extend40_gain8,full,10,WDC,2025-06-05,2025-06-06,55.81465130784074,8,normal,True,0.10281018658558994,1.777675254352524,0.01562220111287016,2025-07-02,58.60538387323278,2025-08-06,75.64904726264805,signal,156.6751676384585,0.35009864196386725
extend40_gain8,full,10,KLAC,2025-06-09,2025-06-10,82.48033538898751,5,normal,True,0.03529567925839605,1.3094071376298344,4.2374546094237076e-08,,,2025-07-11,91.86536976047829,signal,44.925171857453904,0.10867196328145919
extend40_gain8,full,10,LITE,2025-07-15,2025-07-16,98.1980984725952,5,normal,True,0.05851907338361295,1.6159170396458533,-0.0004075903380489354,2025-08-08,103.10800339622497,2025-09-12,163.61621878051758,signal,325.09060153961184,0.6607660241120464
extend40_gain8,full,10,CEG,2025-07-30,2025-07-31,348.00002547256435,1,normal,True,0.04726915449153046,1.3536050591358055,0.012193366427526664,,,2025-08-12,330.9769778783613,signal,-19.023047594203035,-0.054507295718517014
extend40_gain8,full,10,COHR,2025-08-07,2025-08-08,114.34423336029052,4,normal,True,0.20194772926451976,1.7068235807576055,0.0036022110631583892,,,2025-08-14,91.00889847564697,stop,-95.34133953857418,-0.20799768178302613
extend40_gain8,full,10,GLW,2025-08-28,2025-08-29,67.96451310413542,7,normal,True,0.05499997085732633,1.4241604990411723,-0.004224266504745833,2025-09-16,71.3627387593422,2025-10-14,83.62498730911429,signal,107.62331943485208,0.22574296825009907
extend40_gain8,full,10,TSLA,2025-09-11,2025-09-12,371.3109424438477,1,normal,True,0.07792121298298649,1.4086028140152422,0.005775344749091804,2025-09-22,389.8764895660401,2025-10-13,423.10646878051756,signal,49.795526336669866,0.13374714696756482
extend40_gain8,full,10,NOK,2025-09-17,2025-09-18,4.694690057277679,114,normal,True,0.06695162118656395,1.554504604025935,-0.0021276069043588697,,,2025-09-30,4.705290038108826,signal,-0.7916021852491895,-0.0014763335681284855
extend40_gain8,full,10,NOK,2025-10-10,2025-10-13,5.2752699809074395,102,normal,True,0.1105289202279982,1.4798952658858116,-0.00939853178975536,2025-10-23,5.539033479952812,2025-11-18,6.513479980945587,signal,124.29742000389115,0.23057428891012788
extend40_gain8,full,10,AVGO,2025-10-29,2025-10-30,384.63087940227877,1,normal,True,0.0530952160516287,1.2043002456801046,0.0010881233560695591,,,2025-11-04,353.50654864104644,stop,-33.12433076123233,-0.08589646869715016
extend40_gain8,full,10,TSLA,2025-12-12,2025-12-15,469.90944244384764,1,normal,True,0.11474936654233336,1.2301213960546282,0.02283425828273744,,,2025-12-30,460.62890634155275,signal,-11.280536102294889,-0.02395478851252809
extend40_gain8,full,10,KLAC,2026-01-05,2026-01-06,136.7155558124338,4,normal,True,0.07203422635182255,1.639138641895584,0.012466286440871777,2026-01-27,143.5513336030555,2026-01-30,143.40778226945244,profit_lock,24.768905828074594,0.045210099869915726
extend40_gain8,full,10,TER,2026-01-05,2026-01-06,220.99503965232648,2,normal,True,0.05760035713094691,1.5546998405846684,0.006605897140861572,2026-02-03,232.0447916349428,2026-03-04,311.0410470863341,signal,178.09201486801527,0.4020225806130026
extend40_gain8,full,10,META,2026-07-09,2026-07-10,661.0003668823241,1,normal,True,0.05292065914532196,1.4259067324157644,0.04570223487575298,,,2026-07-23,607.5122171942064,stop,-55.48814968811769,-0.0838189107801222
extend40_gain8,full,20,TTMI,2024-10-16,2024-10-17,20.3105404586792,23,normal,True,0.05925821792471986,1.6277370613357838,0.006954858561044164,,,2024-10-22,19.231460456848144,signal,-26.81884004211429,-0.057287778872399345
extend40_gain8,full,20,NOK,2024-10-18,2024-10-21,4.60098421201116,104,normal,True,0.05260410827980411,2.684802454304195,8.666088580078224e-08,,,2024-11-07,4.458974378811303,signal,-16.769022652785168,-0.03497172093378097
extend40_gain8,full,20,MRVL,2024-11-06,2024-11-07,91.48260631506409,5,normal,True,0.24659654127131214,1.4018545821037263,0.01202702133532374,2024-12-04,96.0567366308173,2025-01-02,109.92303581457848,signal,90.2021474975719,0.19677046960815087
extend40_gain8,full,20,LITE,2024-11-06,2024-11-07,73.21613969421387,6,normal,True,0.06471914158678838,3.1480530386243246,0.015284124711181235,2024-11-11,76.87694667892457,2024-12-19,84.23120152282715,signal,64.0903709716797,0.14556173339500747
extend40_gain8,full,20,COHR,2024-11-07,2024-11-08,108.9274190826416,4,normal,True,0.08020589339469852,2.759879486104097,-0.0067610587885121864,,,2024-11-14,100.01279910491822,stop,-37.65847991089356,-0.08623230020300274
extend40_gain8,full,20,TER,2025-01-06,2025-01-07,140.82664800021888,3,normal,True,0.17840208441527317,1.5064958212089627,0.00907139645312105,,,2025-01-13,129.301395127881,stop,-36.57575861701366,-0.0863695179315433
extend40_gain8,full,20,META,2025-01-24,2025-01-27,624.7750737866197,1,normal,True,0.03002585423898596,1.7203991551993993,-0.03224775320573425,2025-02-12,656.0138274759507,2025-02-21,691.7676843764541,signal,64.99261058983438,0.10385937905221826
extend40_gain8,full,20,INTC,2025-02-12,2025-02-13,22.885680152893066,21,normal,True,0.15832514102223438,2.0477640622514173,0.016014262352415987,2025-02-18,24.02996416053772,2025-02-24,23.981904232216642,profit_lock,21.020705665795106,0.043647709617948414
extend40_gain8,full,20,MU,2025-06-03,2025-06-04,102.32405769848614,4,normal,True,0.12816598934854562,1.2734538019346675,0.0012713738545049313,2025-06-16,107.44026058341045,2025-07-08,122.00926729362946,signal,76.74083838057328,0.18703763920052535
extend40_gain8,full,20,WDC,2025-06-05,2025-06-06,55.870410200256174,8,normal,True,0.10281018658558994,1.777675254352524,0.01562220111287016,2025-07-02,58.663930710268986,2025-08-06,75.57332249061338,signal,155.62329832285764,0.3474019070632366
extend40_gain8,full,20,KLAC,2025-06-09,2025-06-10,82.56273332643906,5,normal,True,0.03529567925839605,1.3094071376298344,4.2374546094237076e-08,,,2025-07-11,91.77341243339073,signal,44.05339553475835,0.10645708222564279
extend40_gain8,full,20,LITE,2025-07-15,2025-07-16,98.29619847106933,5,normal,True,0.05851907338361295,1.6159170396458533,-0.0004075903380489354,2025-08-08,103.21100839462281,2025-09-12,163.4524387817383,signal,323.7812015533448,0.6574491332240543
extend40_gain8,full,20,CEG,2025-07-30,2025-07-31,348.34767784566384,1,normal,True,0.04726915449153046,1.3536050591358055,0.012193366427526664,,,2025-08-07,319.83890389077476,stop,-30.50877395488908,-0.08733069056885892
extend40_gain8,full,20,COHR,2025-08-07,2025-08-08,114.45846336364747,4,normal,True,0.20194772926451976,1.7068235807576055,0.0036022110631583892,,,2025-08-14,90.91779847717285,stop,-96.16265954589846,-0.20958056782838397
extend40_gain8,full,20,GLW,2025-08-28,2025-08-29,68.03240972062308,7,normal,True,0.05499997085732633,1.4241604990411723,-0.004224266504745833,2025-09-18,71.43403020665424,2025-10-14,83.54127861310917,signal,106.56208224740266,0.22329438969789306
extend40_gain8,full,20,TSLA,2025-09-11,2025-09-12,371.68188244628914,1,normal,True,0.07792121298298649,1.4086028140152422,0.005775344749091804,2025-09-22,390.2659765686036,2025-10-13,422.6829387817383,signal,49.001056335449164,0.13148226045711034
extend40_gain8,full,20,NOK,2025-09-17,2025-09-18,4.6993800573349,114,normal,True,0.06695162118656395,1.554504604025935,-0.0021276069043588697,,,2025-09-30,4.700580038070679,signal,-1.8632021961212786,-0.0034714000223270603
extend40_gain8,full,20,NOK,2025-10-10,2025-10-13,5.280539980888367,102,normal,True,0.1105289202279982,1.4798952658858116,-0.00939853178975536,2025-10-23,5.544566979932785,2025-11-18,6.506959980964661,signal,123.09484000778195,0.22811601271867393
extend40_gain8,full,20,AVGO,2025-10-29,2025-10-30,385.0151260350483,1,normal,True,0.0530952160516287,1.2043002456801046,0.0010881233560695591,,,2025-11-04,353.50548812034,stop,-33.50963791470832,-0.08680913170139817
extend40_gain8,full,20,TSLA,2025-12-12,2025-12-15,470.37888244628914,1,normal,True,0.11474936654233336,1.2301213960546282,0.02283425828273744,,,2025-12-30,460.1678163452148,signal,-12.211066101074323,-0.025904991835237128
extend40_gain8,full,20,KLAC,2026-01-05,2026-01-06,136.8521347892694,3,normal,True,0.07203422635182255,1.639138641895584,0.012466286440871777,2026-01-27,143.69474152873286,2026-01-30,143.4073520456754,profit_lock,17.66565176921796,0.0429240113426352
extend40_gain8,full,20,TER,2026-01-05,2026-01-06,221.21581391771343,2,normal,True,0.05760035713094691,1.5546998405846684,0.006605897140861572,2026-02-03,232.27660461359912,2026-03-04,310.7296946868483,signal,177.02776153826971,0.3992222259887402
extend40_gain8,full,20,META,2026-07-09,2026-07-10,661.6607069091797,1,normal,True,0.05292065914532196,1.4259067324157644,0.04570223487575298,,,2026-07-23,607.1931531982422,stop,-56.46755371093752,-0.08521337257842969
