initial_nav,slippage,period,policy,symbol,signal_date,entry_date,entry_price,shares,entry_type,smh_healthy_on_signal,rs20_on_signal,volume_ratio_on_signal,ranking_mode,ranking_score,entry_gap,profit_lock_date,profit_lock_stop,exit_date,exit_price,exit_reason,pnl,return
6000.0,0.001,full,formal_composite,COHR,2024-11-07,2024-11-08,108.81870908355712,4,normal,True,0.08020589339469852,2.759879486104097,formal_composite,10.78046882557395,-0.0067610587885121864,,,2024-11-14,100.01309914451568,stop,-37.222439756165784,-0.08531878682008104
6000.0,0.001,full,formal_composite,TER,2024-12-13,2024-12-16,127.39127579622715,3,normal,True,0.1527838396047143,1.7190458489036131,formal_composite,16.997429809375042,0.038143111228213566,,,2025-01-17,139.14279627465027,signal,33.25456143526935,0.08678714217486676
6000.0,0.001,full,formal_composite,META,2025-01-24,2025-01-27,624.1515457688685,1,normal,True,0.03002585423898596,1.7203991551993993,formal_composite,4.722984579097996,-0.03224775320573425,2025-02-12,655.3591230573119,2025-02-21,692.4608383688153,signal,66.30929259994684,0.10606914923067753
6000.0,0.001,full,formal_composite,INTC,2025-02-12,2025-02-13,22.862840152740475,21,normal,True,0.15832514102223438,2.0477640622514173,formal_composite,17.880278164474856,0.016014262352415987,2025-02-18,24.0059821603775,2025-02-24,23.98197617821712,profit_lock,21.50185653500955,0.04469128799576756
6000.0,0.001,full,formal_composite,MU,2025-06-03,2025-06-04,102.22193788042377,4,normal,True,0.12816598934854562,1.2734538019346675,formal_composite,14.090052736789229,0.0012713738545049313,2025-06-16,107.33303477444495,2025-07-07,120.8648261777079,signal,72.57155318913652,0.1770522610634667
6000.0,0.001,full,formal_composite,WDC,2025-06-05,2025-06-06,55.81465130784074,8,normal,True,0.10281018658558994,1.777675254352524,formal_composite,12.058693912911517,0.01562220111287016,2025-07-02,58.60538387323278,2025-07-09,64.10193556292896,signal,64.29827404070573,0.14367776822308645
6000.0,0.001,full,formal_composite,KLAC,2025-06-09,2025-06-10,82.48033538898751,6,normal,True,0.03529567925839605,1.3094071376298344,formal_composite,4.838975063469439,4.2374546094237076e-08,,,2025-07-11,91.86536976047829,signal,54.310206228944594,0.10952243654357904
6000.0,0.001,full,formal_composite,LITE,2025-07-15,2025-07-16,98.1980984725952,5,normal,True,0.05851907338361295,1.6159170396458533,formal_composite,7.4678243780071485,-0.0004075903380489354,2025-08-08,103.10800339622497,2025-08-14,117.19268756103517,signal,92.97294544219983,0.18897305310852863
6000.0,0.001,full,formal_composite,WDC,2025-07-23,2025-07-24,69.0819847411973,7,normal,True,0.06130543969938462,1.2523827595460186,formal_composite,7.382926729484481,-0.0017311720198082137,,,2025-08-22,74.50330922145352,signal,35.949271361793535,0.07418738786205725
6000.0,0.001,full,formal_composite,CEG,2025-07-30,2025-07-31,348.00002547256435,1,normal,True,0.04726915449153046,1.3536050591358055,formal_composite,6.080520508288852,0.012193366427526664,,,2025-08-12,330.9769778783613,signal,-19.023047594203035,-0.054507295718517014
6000.0,0.001,full,formal_composite,GLW,2025-08-28,2025-08-29,67.96451310413542,7,normal,True,0.05499997085732633,1.4241604990411723,formal_composite,6.9241575847738055,-0.004224266504745833,2025-09-16,71.3627387593422,2025-09-30,79.6362386835006,signal,79.70207905555628,0.16717737379022754
6000.0,0.001,full,formal_composite,NOK,2025-09-04,2025-09-05,4.54453996181488,115,normal,True,0.10520080259704767,2.853243812887454,formal_composite,13.37332407259222,-0.013043466092057199,,,2025-09-30,4.705290038108826,signal,16.48625877380391,0.03148503264484785
6000.0,0.001,full,formal_composite,MU,2025-09-05,2025-09-08,130.47115444503285,4,normal,True,0.16688975317568056,1.5987176951819895,formal_composite,18.287693012750044,-0.006241799689386984,2025-09-11,136.9947121672845,2025-10-07,194.4649377694192,signal,253.97513329754543,0.485719267045526
6000.0,0.001,full,formal_composite,NOK,2025-10-10,2025-10-13,5.2752699809074395,104,normal,True,0.1105289202279982,1.4798952658858116,formal_composite,12.532787288685633,-0.00939853178975536,2025-10-23,5.539033479952812,2025-11-11,6.8931000952720645,signal,166.25433189392095,0.3024851504940275
6000.0,0.001,full,formal_composite,AVGO,2025-10-29,2025-10-30,384.63087940227877,1,normal,True,0.0530952160516287,1.2043002456801046,formal_composite,6.513821850842975,0.0010881233560695591,,,2025-11-04,353.50654864104644,stop,-33.12433076123233,-0.08589646869715016
6000.0,0.001,full,formal_composite,TSLA,2025-12-12,2025-12-15,469.90944244384764,1,normal,True,0.11474936654233336,1.2301213960546282,formal_composite,12.705058050287963,0.02283425828273744,,,2025-12-30,460.62890634155275,signal,-11.280536102294889,-0.02395478851252809
6000.0,0.001,full,formal_composite,KLAC,2026-01-05,2026-01-06,136.7155558124338,4,normal,True,0.07203422635182255,1.639138641895584,formal_composite,8.84256127707784,0.012466286440871777,2026-01-27,143.5513336030555,2026-01-30,143.40778226945244,profit_lock,24.768905828074594,0.045210099869915726
6000.0,0.001,full,formal_composite,TER,2026-01-05,2026-01-06,220.99503965232648,2,normal,True,0.05760035713094691,1.5546998405846684,formal_composite,7.314735553679359,0.006605897140861572,2026-02-03,232.0447916349428,2026-02-05,265.2431580727787,signal,86.49623684090449,0.19525547158228646
6000.0,0.001,full,formal_composite,META,2026-07-09,2026-07-10,661.0003668823241,1,normal,True,0.05292065914532196,1.4259067324157644,formal_composite,6.71797264694796,0.04570223487575298,,,2026-07-23,607.5122171942064,stop,-55.48814968811769,-0.0838189107801222
6000.0,0.001,full,rs_only,TTMI,2024-10-16,2024-10-17,20.290270458221432,23,normal,True,0.05925821792471986,1.6277370613357838,rs_only,0.05925821792471986,0.006954858561044164,,,2024-10-22,19.25073045730591,signal,-25.90942002105703,-0.05540033656445286
6000.0,0.001,full,rs_only,NOK,2024-10-18,2024-10-21,4.59639241140037,104,normal,True,0.05260410827980411,2.684802454304195,rs_only,0.05260410827980411,8.666088580078224e-08,,,2024-11-07,4.463442289010513,signal,-15.826812728545121,-0.033039651333691675
6000.0,0.001,full,rs_only,MRVL,2024-11-06,2024-11-07,91.39130630876161,5,normal,True,0.24659654127131214,1.4018545821037263,rs_only,0.24659654127131214,0.01202702133532374,2024-12-04,95.9608716241997,2024-12-09,111.09721993248507,signal,96.52956811861736,0.21078325445694263
6000.0,0.001,full,rs_only,INTC,2024-11-06,2024-11-07,25.455430305480956,18,normal,True,0.06910754873308755,1.8936140830700419,rs_only,0.06910754873308755,0.01516970377999205,,,2024-11-27,23.806169923782345,signal,-31.686686870574988,-0.06900444782490259
6000.0,0.001,full,rs_only,COHR,2024-11-07,2024-11-08,108.81870908355712,4,normal,True,0.08020589339469852,2.759879486104097,rs_only,0.08020589339469852,-0.0067610587885121864,,,2024-11-14,100.01309914451568,stop,-37.222439756165784,-0.08531878682008104
6000.0,0.001,full,rs_only,TER,2024-12-13,2024-12-16,127.39127579622715,3,normal,True,0.1527838396047143,1.7190458489036131,rs_only,0.1527838396047143,0.038143111228213566,,,2025-01-17,139.14279627465027,signal,33.25456143526935,0.08678714217486676
6000.0,0.001,full,rs_only,META,2025-01-24,2025-01-27,624.1515457688685,1,normal,True,0.03002585423898596,1.7203991551993993,rs_only,0.03002585423898596,-0.03224775320573425,2025-02-12,655.3591230573119,2025-02-21,692.4608383688153,signal,66.30929259994684,0.10606914923067753
6000.0,0.001,full,rs_only,INTC,2025-02-12,2025-02-13,22.862840152740475,21,normal,True,0.15832514102223438,2.0477640622514173,rs_only,0.15832514102223438,0.016014262352415987,2025-02-18,24.0059821603775,2025-02-24,23.98197617821712,profit_lock,21.50185653500955,0.04469128799576756
6000.0,0.001,full,rs_only,MU,2025-06-03,2025-06-04,102.22193788042377,4,normal,True,0.12816598934854562,1.2734538019346675,rs_only,0.12816598934854562,0.0012713738545049313,2025-06-16,107.33303477444495,2025-07-07,120.8648261777079,signal,72.57155318913652,0.1770522610634667
6000.0,0.001,full,rs_only,WDC,2025-06-05,2025-06-06,55.81465130784074,8,normal,True,0.10281018658558994,1.777675254352524,rs_only,0.10281018658558994,0.01562220111287016,2025-07-02,58.60538387323278,2025-07-09,64.10193556292896,signal,64.29827404070573,0.14367776822308645
6000.0,0.001,full,rs_only,KLAC,2025-06-09,2025-06-10,82.48033538898751,5,normal,True,0.03529567925839605,1.3094071376298344,rs_only,0.03529567925839605,4.2374546094237076e-08,,,2025-07-11,91.86536976047829,signal,44.925171857453904,0.10867196328145919
6000.0,0.001,full,rs_only,LITE,2025-07-15,2025-07-16,98.1980984725952,5,normal,True,0.05851907338361295,1.6159170396458533,rs_only,0.05851907338361295,-0.0004075903380489354,2025-08-08,103.10800339622497,2025-08-14,117.19268756103517,signal,92.97294544219983,0.18897305310852863
6000.0,0.001,full,rs_only,WDC,2025-07-23,2025-07-24,69.0819847411973,7,normal,True,0.06130543969938462,1.2523827595460186,rs_only,0.06130543969938462,-0.0017311720198082137,,,2025-08-22,74.50330922145352,signal,35.949271361793535,0.07418738786205725
6000.0,0.001,full,rs_only,CEG,2025-07-30,2025-07-31,348.00002547256435,1,normal,True,0.04726915449153046,1.3536050591358055,rs_only,0.04726915449153046,0.012193366427526664,,,2025-08-12,330.9769778783613,signal,-19.023047594203035,-0.054507295718517014
6000.0,0.001,full,rs_only,GLW,2025-08-28,2025-08-29,67.96451310413542,7,normal,True,0.05499997085732633,1.4241604990411723,rs_only,0.05499997085732633,-0.004224266504745833,2025-09-16,71.3627387593422,2025-09-30,79.6362386835006,signal,79.70207905555628,0.16717737379022754
6000.0,0.001,full,rs_only,NOK,2025-09-04,2025-09-05,4.54453996181488,112,normal,True,0.10520080259704767,2.853243812887454,rs_only,0.10520080259704767,-0.013043466092057199,,,2025-09-30,4.705290038108826,signal,16.004008544921987,0.031381118018843614
6000.0,0.001,full,rs_only,MU,2025-09-05,2025-09-08,130.47115444503285,3,normal,True,0.16688975317568056,1.5987176951819895,rs_only,0.16688975317568056,-0.006241799689386984,2025-09-11,136.9947121672845,2025-10-07,194.4649377694192,signal,189.98134997315913,0.48413565721858526
6000.0,0.001,full,rs_only,NOK,2025-10-10,2025-10-13,5.2752699809074395,101,normal,True,0.1105289202279982,1.4798952658858116,rs_only,0.1105289202279982,-0.00939853178975536,2025-10-23,5.539033479952812,2025-11-11,6.8931000952720645,signal,161.40084155082718,0.30236072644255346
6000.0,0.001,full,rs_only,AVGO,2025-10-29,2025-10-30,384.63087940227877,1,normal,True,0.0530952160516287,1.2043002456801046,rs_only,0.0530952160516287,0.0010881233560695591,,,2025-11-04,353.50654864104644,stop,-33.12433076123233,-0.08589646869715016
6000.0,0.001,full,rs_only,TSLA,2025-12-12,2025-12-15,469.90944244384764,1,normal,True,0.11474936654233336,1.2301213960546282,rs_only,0.11474936654233336,0.02283425828273744,,,2025-12-30,460.62890634155275,signal,-11.280536102294889,-0.02395478851252809
6000.0,0.001,full,rs_only,KLAC,2026-01-05,2026-01-06,136.7155558124338,3,normal,True,0.07203422635182255,1.639138641895584,rs_only,0.07203422635182255,0.012466286440871777,2026-01-27,143.5513336030555,2026-01-30,143.40778226945244,profit_lock,18.07667937105589,0.043966498582437195
6000.0,0.001,full,rs_only,TER,2026-01-05,2026-01-06,220.99503965232648,2,normal,True,0.05760035713094691,1.5546998405846684,rs_only,0.05760035713094691,0.006605897140861572,2026-02-03,232.0447916349428,2026-02-05,265.2431580727787,signal,86.49623684090449,0.19525547158228646
6000.0,0.001,full,rs_only,META,2026-07-09,2026-07-10,661.0003668823241,1,normal,True,0.05292065914532196,1.4259067324157644,rs_only,0.05292065914532196,0.04570223487575298,,,2026-07-23,607.5122171942064,stop,-55.48814968811769,-0.0838189107801222
6000.0,0.001,full,low_atr_first,TTMI,2024-10-16,2024-10-17,20.290270458221432,23,normal,True,0.05925821792471986,1.6277370613357838,low_atr_first,-0.024306303933005577,0.006954858561044164,,,2024-10-22,19.25073045730591,signal,-25.90942002105703,-0.05540033656445286
6000.0,0.001,full,low_atr_first,NOK,2024-10-18,2024-10-21,4.59639241140037,104,normal,True,0.05260410827980411,2.684802454304195,low_atr_first,-0.023759337718838654,8.666088580078224e-08,,,2024-11-07,4.463442289010513,signal,-15.826812728545121,-0.033039651333691675
6000.0,0.001,full,low_atr_first,MRVL,2024-11-06,2024-11-07,91.39130630876161,5,normal,True,0.24659654127131214,1.4018545821037263,low_atr_first,-0.03388973458330197,0.01202702133532374,2024-12-04,95.9608716241997,2024-12-09,111.09721993248507,signal,96.52956811861736,0.21078325445694263
6000.0,0.001,full,low_atr_first,LITE,2024-11-06,2024-11-07,73.14306969451904,6,normal,True,0.06471914158678838,3.1480530386243246,low_atr_first,-0.03588300498825098,0.015284124711181235,2024-11-11,76.800223179245,2024-12-09,93.28661725616453,signal,118.86128536987303,0.2702262374906154
6000.0,0.001,full,low_atr_first,ORCL,2024-11-07,2024-11-08,182.84641185217887,2,normal,True,0.0374674246629807,1.3750219293970878,low_atr_first,-0.019772507470037382,-0.0005902097876081536,,,2024-11-29,180.27669998547094,signal,-7.1394237334158674,-0.019469766714529307
6000.0,0.001,full,low_atr_first,TER,2024-12-13,2024-12-16,127.39127579622715,3,normal,True,0.1527838396047143,1.7190458489036131,low_atr_first,-0.03474042608967703,0.038143111228213566,,,2025-01-17,139.14279627465027,signal,33.25456143526935,0.08678714217486676
6000.0,0.001,full,low_atr_first,META,2025-01-24,2025-01-27,624.1515457688685,1,normal,True,0.03002585423898596,1.7203991551993993,low_atr_first,-0.029573553292587894,-0.03224775320573425,2025-02-12,655.3591230573119,2025-02-21,692.4608383688153,signal,66.30929259994684,0.10606914923067753
6000.0,0.001,full,low_atr_first,NOK,2025-02-12,2025-02-13,4.85573469473637,103,normal,True,0.10586072259251855,1.2034700895500003,low_atr_first,-0.025992046565748727,-0.011976022002950781,,,2025-02-28,4.7187634872655755,signal,-16.108034369491804,-0.032142739991812844
6000.0,0.001,full,low_atr_first,MU,2025-06-03,2025-06-04,102.22193788042377,4,normal,True,0.12816598934854562,1.2734538019346675,low_atr_first,-0.03399929992791251,0.0012713738545049313,2025-06-16,107.33303477444495,2025-07-07,120.8648261777079,signal,72.57155318913652,0.1770522610634667
6000.0,0.001,full,low_atr_first,WDC,2025-06-05,2025-06-06,55.81465130784074,8,normal,True,0.10281018658558994,1.777675254352524,low_atr_first,-0.026504379670514455,0.01562220111287016,2025-07-02,58.60538387323278,2025-07-09,64.10193556292896,signal,64.29827404070573,0.14367776822308645
6000.0,0.001,full,low_atr_first,KLAC,2025-06-09,2025-06-10,82.48033538898751,6,normal,True,0.03529567925839605,1.3094071376298344,low_atr_first,-0.026944736266756086,4.2374546094237076e-08,,,2025-07-11,91.86536976047829,signal,54.310206228944594,0.10952243654357904
6000.0,0.001,full,low_atr_first,LITE,2025-07-15,2025-07-16,98.1980984725952,5,normal,True,0.05851907338361295,1.6159170396458533,low_atr_first,-0.03413418876551266,-0.0004075903380489354,2025-08-08,103.10800339622497,2025-08-14,117.19268756103517,signal,92.97294544219983,0.18897305310852863
6000.0,0.001,full,low_atr_first,WDC,2025-07-23,2025-07-24,69.0819847411973,7,normal,True,0.06130543969938462,1.2523827595460186,low_atr_first,-0.02400873131957946,-0.0017311720198082137,,,2025-08-22,74.50330922145352,signal,35.949271361793535,0.07418738786205725
6000.0,0.001,full,low_atr_first,CEG,2025-07-30,2025-07-31,348.00002547256435,1,normal,True,0.04726915449153046,1.3536050591358055,low_atr_first,-0.0376157125979988,0.012193366427526664,,,2025-08-12,330.9769778783613,signal,-19.023047594203035,-0.054507295718517014
6000.0,0.001,full,low_atr_first,GLW,2025-08-28,2025-08-29,67.96451310413542,7,normal,True,0.05499997085732633,1.4241604990411723,low_atr_first,-0.017015165160496455,-0.004224266504745833,2025-09-16,71.3627387593422,2025-09-30,79.6362386835006,signal,79.70207905555628,0.16717737379022754
6000.0,0.001,full,low_atr_first,NOK,2025-09-04,2025-09-05,4.54453996181488,115,normal,True,0.10520080259704767,2.853243812887454,low_atr_first,-0.020341621844343082,-0.013043466092057199,,,2025-09-30,4.705290038108826,signal,16.48625877380391,0.03148503264484785
6000.0,0.001,full,low_atr_first,TSLA,2025-09-11,2025-09-12,371.3109424438477,1,normal,True,0.07792121298298649,1.4086028140152422,low_atr_first,-0.03483208257131098,0.005775344749091804,2025-09-22,389.8764895660401,2025-10-13,423.10646878051756,signal,49.795526336669866,0.13374714696756482
6000.0,0.001,full,low_atr_first,NOK,2025-10-10,2025-10-13,5.2752699809074395,101,normal,True,0.1105289202279982,1.4798952658858116,low_atr_first,-0.020810951448490777,-0.00939853178975536,2025-10-23,5.539033479952812,2025-11-11,6.8931000952720645,signal,161.40084155082718,0.30236072644255346
6000.0,0.001,full,low_atr_first,AVGO,2025-10-29,2025-10-30,384.63087940227877,1,normal,True,0.0530952160516287,1.2043002456801046,low_atr_first,-0.038158896831957424,0.0010881233560695591,,,2025-11-04,353.50654864104644,stop,-33.12433076123233,-0.08589646869715016
6000.0,0.001,full,low_atr_first,TSLA,2025-12-12,2025-12-15,469.90944244384764,1,normal,True,0.11474936654233336,1.2301213960546282,low_atr_first,-0.0314826708071602,0.02283425828273744,,,2025-12-30,460.62890634155275,signal,-11.280536102294889,-0.02395478851252809
6000.0,0.001,full,low_atr_first,KLAC,2026-01-05,2026-01-06,136.7155558124338,3,normal,True,0.07203422635182255,1.639138641895584,low_atr_first,-0.031239604920686986,0.012466286440871777,2026-01-27,143.5513336030555,2026-01-30,143.40778226945244,profit_lock,18.07667937105589,0.043966498582437195
6000.0,0.001,full,low_atr_first,TER,2026-01-05,2026-01-06,220.99503965232648,2,normal,True,0.05760035713094691,1.5546998405846684,low_atr_first,-0.03207616624663297,0.006605897140861572,2026-02-03,232.0447916349428,2026-02-05,265.2431580727787,signal,86.49623684090449,0.19525547158228646
